id,azienda,localita,provincia,latitudine,longitudine,superficie_ha,varieta,resa_attesa,cautela_peronospora,stagione,sistema_colturale,allevamento,stazione_meteo_produttore
vidor-cal-nova,xxx,Vidor loc. Cal Nova,TV,45.866393,12.055809,0.699,Glera,16 t/ha,Alto,2025/2026,Convenzionale,Controspalliera a chioma semplice,Nesa
